Circoscrizione;Collegio Uninominale;Coalizione/lista;Candidato
LOMBARDIA 2;LOMBARDIA 2 - U04;AZIONE - ITALIA VIVA - CALENDA;ALESSANDRO  STEFANO BERTOLINI
LOMBARDIA 2;LOMBARDIA 2 - U04;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;GIANCARLO GIORGETTI
LOMBARDIA 2;LOMBARDIA 2 - U04;MASTELLA NOI DI CENTRO EUROPEISTI;ANGELO BELTRAMA
LOMBARDIA 2;LOMBARDIA 2 - U04;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;VALERIA CATERINA DUICO
LOMBARDIA 2;LOMBARDIA 2 - U04;ITALEXIT PER L'ITALIA;FRANCESCA LOSI
LOMBARDIA 2;LOMBARDIA 2 - U05;VITA;CARLO BARRESI
LOMBARDIA 2;LOMBARDIA 2 - U05;ITALIA SOVRA E POPOLARE;LORENZO MICHELE LAMBRUGHI
LOMBARDIA 2;LOMBARDIA 2 - U05;MOVIMENTO 5 STELLE;GIOVANNI GALIMBERTI
LOMBARDIA 2;LOMBARDIA 2 - U05;UNIONE POPOLARE CON DE MAGISTRIS;RAFFAELA LAMBERTI
LOMBARDIA 2;LOMBARDIA 2 - U05;AZIONE - ITALIA VIVA - CALENDA;STEFANO MOTTA
LOMBARDIA 2;LOMBARDIA 2 - U05;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC;MAURIZO ENZO LUPI
LOMBARDIA 2;LOMBARDIA 2 - U05;MASTELLA NOI DI CENTRO EUROPEISTI;CATERINA DOMINGO
LOMBARDIA 2;LOMBARDIA 2 - U05;ALLEANZA VERDI E SINISTRA,+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;LAURA BARTESAGHI
LOMBARDIA 2;LOMBARDIA 2 - U05;ITALEXIT PER L'ITALIA;EMANUELE GRECO
LOMBARDIA 3;LOMBARDIA 3 - U01;VITA;PIERRE ANDRE FARHAT
LOMBARDIA 3;LOMBARDIA 3 - U01;ITALEXIT PER L'ITALIA;GIANPAOLO CATANIA
LOMBARDIA 3;LOMBARDIA 3 - U01;MOVIMENTO 5 STELLE;CONCETTA TORRISI
LOMBARDIA 3;LOMBARDIA 3 - U01;ITALIA SOVRA E POPOLARE;SERGIO RUSSO
LOMBARDIA 3;LOMBARDIA 3 - U01;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;ALESSANDRO SORTE
LOMBARDIA 3;LOMBARDIA 3 - U01;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GABRIELE GIUDICI
LOMBARDIA 3;LOMBARDIA 3 - U01;MASTELLA NOI DI CENTRO EUROPEISTI;DONATELLA BUSSOLATI
LOMBARDIA 3;LOMBARDIA 3 - U01;AZIONE - ITALIA VIVA - CALENDA;FABIO PAGANINI
LOMBARDIA 3;LOMBARDIA 3 - U01;UNIONE POPOLARE CON DE MAGISTRIS;GIAN MARIA MADDALENA MAGNI
LOMBARDIA 3;LOMBARDIA 3 - U02;VITA;LAURA CATTENEO
LOMBARDIA 3;LOMBARDIA 3 - U02;ITALEXIT PER L'ITALIA;CONSUELO LOCATI
LOMBARDIA 3;LOMBARDIA 3 - U02;MOVIMENTO 5 STELLE;JACOPO GNOCCHI
LOMBARDIA 3;LOMBARDIA 3 - U02;ITALIA SOVRA E POPOLARE;PAOLO EMILIO BOGNI
LOMBARDIA 3;LOMBARDIA 3 - U02;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;REBECCA FRASSINI
LOMBARDIA 3;LOMBARDIA 3 - U02;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;VALENTINA CERUTI
LOMBARDIA 3;LOMBARDIA 3 - U02;MASTELLA NOI DI CENTRO EUROPEISTI;ELEONORA PRANDI
LOMBARDIA 3;LOMBARDIA 3 - U02;AZIONE - ITALIA VIVA - CALENDA;NICCOLO' CARRETTA
LOMBARDIA 3;LOMBARDIA 3 - U02;UNIONE POPOLARE CON DE MAGISTRIS;SIMONE SANTINI
LOMBARDIA 3;LOMBARDIA 3 - U03;VITA;LAURA RUIBA
LOMBARDIA 3;LOMBARDIA 3 - U03;ITALEXIT PER L'ITALIA;GERMANO PEZZONI
LOMBARDIA 3;LOMBARDIA 3 - U03;MOVIMENTO 5 STELLE;AMEDEO PACCAGNELLA
LOMBARDIA 3;LOMBARDIA 3 - U03;ITALIA SOVRA E POPOLARE;MILA RIBELLI LIBERO
LOMBARDIA 3;LOMBARDIA 3 - U03;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI;SIMONA BORDONALI
LOMBARDIA 3;LOMBARDIA 3 - U03;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;PIER LUIGI MOTTINELLI
LOMBARDIA 3;LOMBARDIA 3 - U03;MASTELLA NOI DI CENTRO EUROPEISTI;SUZANNE PIROVANO
LOMBARDIA 3;LOMBARDIA 3 - U03;AZIONE - ITALIA VIVA - CALENDA;MASSIMO OTTELLI
LOMBARDIA 3;LOMBARDIA 3 - U03;UNIONE POPOLARE CON DE MAGISTRIS;MARSILIO GATTI
LOMBARDIA 3;LOMBARDIA 3 - U04;VITA;MARIANO DE MATTIA
LOMBARDIA 3;LOMBARDIA 3 - U04;ITALEXIT PER L'ITALIA;MARCELLO ORIZIO
LOMBARDIA 3;LOMBARDIA 3 - U04;MOVIMENTO 5 STELLE;SAMUEL SORIAL
LOMBARDIA 3;LOMBARDIA 3 - U04;ITALIA SOVRA E POPOLARE;ANDREA PIANTONI
LOMBARDIA 3;LOMBARDIA 3 - U04;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI;MAURIZIO CASASCO
LOMBARDIA 3;LOMBARDIA 3 - U04;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;ROBERTO ROSSINI
LOMBARDIA 3;LOMBARDIA 3 - U04;MASTELLA NOI DI CENTRO EUROPEISTI;VITO ROBERTO ROBLES
LOMBARDIA 3;LOMBARDIA 3 - U04;AZIONE - ITALIA VIVA - CALENDA;GUIDO GALPERTI
LOMBARDIA 3;LOMBARDIA 3 - U04;UNIONE POPOLARE CON DE MAGISTRIS;ARISTIDE GRECO CASOTTI
LOMBARDIA 3;LOMBARDIA 3 - U05;VITA;ELENA DI BENEDETTO
LOMBARDIA 3;LOMBARDIA 3 - U05;ITALEXIT PER L'ITALIA;MARIA FAZIO
LOMBARDIA 3;LOMBARDIA 3 - U05;MOVIMENTO 5 STELLE;TERESA TAMBORINO
LOMBARDIA 3;LOMBARDIA 3 - U05;ITALIA SOVRA E POPOLARE;EMILIANO FERRARI
LOMBARDIA 3;LOMBARDIA 3 - U05;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI;GIANGIACOMO CALOVINI
LOMBARDIA 3;LOMBARDIA 3 - U05;+EUROPA,ALLEANZA VERDI E SINISTRA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA;DONATELLA ALBINI
LOMBARDIA 3;LOMBARDIA 3 - U05;MASTELLA NOI DI CENTRO EUROPEISTI;CHIARA BEZANTE
LOMBARDIA 3;LOMBARDIA 3 - U05;AZIONE - ITALIA VIVA - CALENDA;MONICA LIPPA
LOMBARDIA 3;LOMBARDIA 3 - U05;UNIONE POPOLARE CON DE MAGISTRIS;CRISTINA TORLI
LOMBARDIA 4;LOMBARDIA 4 - U01;AZIONE - ITALIA VIVA - CALENDA;ACHILLE LANFRANCHI
LOMBARDIA 4;LOMBARDIA 4 - U01;ITALIA SOVRA E POPOLARE;DANIELE BURGIO
LOMBARDIA 4;LOMBARDIA 4 - U01;MASTELLA NOI DI CENTRO EUROPEISTI;SARA MARIA GALLI
LOMBARDIA 4;LOMBARDIA 4 - U01;VITA;ANGELICA POLI
LOMBARDIA 4;LOMBARDIA 4 - U01;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;EMANUELE MASSIMILIANO CORSICO PICCOLINI
LOMBARDIA 4;LOMBARDIA 4 - U01;UNIONE POPOLARE CON DE MAGISTRIS;RITA LIPARDI
LOMBARDIA 4;LOMBARDIA 4 - U01;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;ALESSANDRO CATTANEO
LOMBARDIA 4;LOMBARDIA 4 - U01;MOVIMENTO 5 STELLE;ALBERTO VALENTI
LOMBARDIA 4;LOMBARDIA 4 - U01;ALTERTIVA PER L'ITALIA - NO GREEN PASS;ANGELO MANDELLI
LOMBARDIA 4;LOMBARDIA 4 - U01;ITALEXIT PER L'ITALIA;GIUSEPPE RAVALLI
LOMBARDIA 4;LOMBARDIA 4 - U01;FREE;ELENA FONTANESI
LOMBARDIA 4;LOMBARDIA 4 - U02;AZIONE - ITALIA VIVA - CALENDA;BIANCA BARUELLI
LOMBARDIA 4;LOMBARDIA 4 - U02;ITALIA SOVRA E POPOLARE;DONATELLA PROIETTI
LOMBARDIA 4;LOMBARDIA 4 - U02;MASTELLA NOI DI CENTRO EUROPEISTI;RITA ROCCO
LOMBARDIA 4;LOMBARDIA 4 - U02;VITA;EDOARDO POLACCO
LOMBARDIA 4;LOMBARDIA 4 - U02;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;PAOLO COSTANZO
LOMBARDIA 4;LOMBARDIA 4 - U02;UNIONE POPOLARE CON DE MAGISTRIS;IARA SAVOIA
LOMBARDIA 4;LOMBARDIA 4 - U02;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;CARMINE FABIO RAIMONDO
LOMBARDIA 4;LOMBARDIA 4 - U02;MOVIMENTO 5 STELLE;VALENTINA BARZOTTI
LOMBARDIA 4;LOMBARDIA 4 - U02;ALTERTIVA PER L'ITALIA - NO GREEN PASS;VERONICA RINALDI
LOMBARDIA 4;LOMBARDIA 4 - U02;ITALEXIT PER L'ITALIA;CRISTIANO SCHIAVI
LOMBARDIA 4;LOMBARDIA 4 - U02;FREE;SILVIA MARIOTTI
LOMBARDIA 4;LOMBARDIA 4 - U03;AZIONE - ITALIA VIVA - CALENDA;GABRIEL FOMIATTI
LOMBARDIA 4;LOMBARDIA 4 - U03;ITALIA SOVRA E POPOLARE;ELENA MAESTRI
LOMBARDIA 4;LOMBARDIA 4 - U03;MASTELLA NOI DI CENTRO EUROPEISTI;LINA ALTAVILLA
LOMBARDIA 4;LOMBARDIA 4 - U03;VITA;PAOLO CASATI
LOMBARDIA 4;LOMBARDIA 4 - U03;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;GIORGIO PAGLIARI
LOMBARDIA 4;LOMBARDIA 4 - U03;UNIONE POPOLARE CON DE MAGISTRIS;VALENTINA MOZZI
LOMBARDIA 4;LOMBARDIA 4 - U03;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;SILVANA ANDREINA COMAROLI
LOMBARDIA 4;LOMBARDIA 4 - U03;MOVIMENTO 5 STELLE;PAOLA TACCHINI
LOMBARDIA 4;LOMBARDIA 4 - U03;ALTERTIVA PER L'ITALIA - NO GREEN PASS;CONSUELO NESPOLI
LOMBARDIA 4;LOMBARDIA 4 - U03;ITALEXIT PER L'ITALIA;PAOLA TROMBINI
LOMBARDIA 4;LOMBARDIA 4 - U03;FREE;MASSIMILIANO BREVINI
LOMBARDIA 4;LOMBARDIA 4 - U04;AZIONE - ITALIA VIVA - CALENDA;GIANMARCO CARRA
LOMBARDIA 4;LOMBARDIA 4 - U04;ITALIA SOVRA E POPOLARE;STEFANO BACCHI
LOMBARDIA 4;LOMBARDIA 4 - U04;MASTELLA NOI DI CENTRO EUROPEISTI;CLAUDIO VIVONA
LOMBARDIA 4;LOMBARDIA 4 - U04;VITA;SILVIA ZAMPELLI
LOMBARDIA 4;LOMBARDIA 4 - U04;+EUROPA,ALLEANZA VERDI E SINISTRA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO;PAOLO GALEOTTI
LOMBARDIA 4;LOMBARDIA 4 - U04;UNIONE POPOLARE CON DE MAGISTRIS;ALDO VINCENZI
LOMBARDIA 4;LOMBARDIA 4 - U04;NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,LEGA PER SALVINI PREMIER;ANDREA DARA
LOMBARDIA 4;LOMBARDIA 4 - U04;MOVIMENTO 5 STELLE;GIOVANNI CAPPELLAZZI
LOMBARDIA 4;LOMBARDIA 4 - U04;ALTERTIVA PER L'ITALIA - NO GREEN PASS;SIMONE VISENTINI
LOMBARDIA 4;LOMBARDIA 4 - U04;ITALEXIT PER L'ITALIA;DOMENICO OSSINO
LOMBARDIA 4;LOMBARDIA 4 - U04;FREE;MARCO LUSETTI
VENETO 1;VENETO 1 - U01;ALTERTIVA PER L'ITALIA - NO GREEN PASS;LUIGI ROMANATO
VENETO 1;VENETO 1 - U01;ITALEXIT PER L'ITALIA;BRUNO MILLIACCIO
VENETO 1;VENETO 1 - U01;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;MARTINA SEMENZATO
VENETO 1;VENETO 1 - U01;ITALIA SOVRA E POPOLARE;ADRIANO LONGO
VENETO 1;VENETO 1 - U01;MOVIMENTO 5 STELLE;MARCO LAZZARINI
VENETO 1;VENETO 1 - U01;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,+EUROPA,ALLEANZA VERDI E SINISTRA;MARIA-TERESA MENOTTO
VENETO 1;VENETO 1 - U01;VITA;MASSIMO RUBI
VENETO 1;VENETO 1 - U01;UNIONE POPOLARE CON DE MAGISTRIS;MONICA COIN
VENETO 1;VENETO 1 - U01;AZIONE - ITALIA VIVA - CALENDA;ALBERTO BABAN
VENETO 1;VENETO 1 - U02;ALTERTIVA PER L'ITALIA - NO GREEN PASS;MARIA NOVELLA ESPEN
VENETO 1;VENETO 1 - U02;ITALEXIT PER L'ITALIA;LORENZA CITERONI
VENETO 1;VENETO 1 - U02;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;GIORGIA ANDREUZZA
VENETO 1;VENETO 1 - U02;ITALIA SOVRA E POPOLARE;CESARE SERRATORE
VENETO 1;VENETO 1 - U02;MOVIMENTO 5 STELLE;ALESSANDRO FERRO
VENETO 1;VENETO 1 - U02;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,+EUROPA,ALLEANZA VERDI E SINISTRA;FRANCESCA BRESSANIN
VENETO 1;VENETO 1 - U02;VITA;DOMENICO D'AMICO
VENETO 1;VENETO 1 - U02;UNIONE POPOLARE CON DE MAGISTRIS;MARCO SIMIONATO
VENETO 1;VENETO 1 - U02;AZIONE - ITALIA VIVA - CALENDA;FEDERICO RESLER
VENETO 1;VENETO 1 - U03;ALTERTIVA PER L'ITALIA - NO GREEN PASS;SANDRO FURLAN
VENETO 1;VENETO 1 - U03;ITALEXIT PER L'ITALIA;MAURO SCAGGIANTE
VENETO 1;VENETO 1 - U03;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;CARLO NORDIO
VENETO 1;VENETO 1 - U03;ITALIA SOVRA E POPOLARE;ALESSANDRA VITTORINI ORGEAS
VENETO 1;VENETO 1 - U03;MOVIMENTO 5 STELLE;CRISTINA MANES
VENETO 1;VENETO 1 - U03;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,+EUROPA,ALLEANZA VERDI E SINISTRA;CRISTINA GUARDA
VENETO 1;VENETO 1 - U03;VITA;ROSSANA GAI
VENETO 1;VENETO 1 - U03;UNIONE POPOLARE CON DE MAGISTRIS;ALBERTO COCCO
VENETO 1;VENETO 1 - U03;AZIONE - ITALIA VIVA - CALENDA;ALESSANDRA NAVA
VENETO 1;VENETO 1 - U04;ALTERTIVA PER L'ITALIA - NO GREEN PASS;SILVANA ANDREOZZI
VENETO 1;VENETO 1 - U04;ITALEXIT PER L'ITALIA;MONICA MORANDO
VENETO 1;VENETO 1 - U04;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;DIMITRI COIN
VENETO 1;VENETO 1 - U04;ITALIA SOVRA E POPOLARE;LUCIA MARTA NARDO
VENETO 1;VENETO 1 - U04;MOVIMENTO 5 STELLE;MAURIZIO MESTRINER
VENETO 1;VENETO 1 - U04;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,+EUROPA,ALLEANZA VERDI E SINISTRA;GIOVANNI ZORZI
VENETO 1;VENETO 1 - U04;VITA;LORIS MAZZORATO
VENETO 1;VENETO 1 - U04;UNIONE POPOLARE CON DE MAGISTRIS;GABRIELE ZANELLA
VENETO 1;VENETO 1 - U04;AZIONE - ITALIA VIVA - CALENDA;NADINE TABACCHI
VENETO 1;VENETO 1 - U05;ALTERTIVA PER L'ITALIA - NO GREEN PASS;FRANCESCO FURLAN
VENETO 1;VENETO 1 - U05;ITALEXIT PER L'ITALIA;DANIELE TRABUCCO
VENETO 1;VENETO 1 - U05;FORZA ITALIA,FRATELLI D'ITALIA CON GIORGIA MELONI,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,LEGA PER SALVINI PREMIER;INGRID BISA
VENETO 1;VENETO 1 - U05;ITALIA SOVRA E POPOLARE;CAROLINA PATIERNO
VENETO 1;VENETO 1 - U05;MOVIMENTO 5 STELLE;ELENA QUARANTA
VENETO 1;VENETO 1 - U05;PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,+EUROPA,ALLEANZA VERDI E SINISTRA;MARIA TERESA CASSOL
VENETO 1;VENETO 1 - U05;VITA;MARIA FRANCESCA SALVADOR
VENETO 1;VENETO 1 - U05;UNIONE POPOLARE CON DE MAGISTRIS;CARLOTTA DE LONGHI
VENETO 1;VENETO 1 - U05;AZIONE - ITALIA VIVA - CALENDA;MARCO GRIGUOLO
VENETO 2;VENETO 2 - U01;MOVIMENTO 5 STELLE;ELENA SUMAN
VENETO 2;VENETO 2 - U01;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;ALBERTO LUCCHIN
VENETO 2;VENETO 2 - U01;AZIONE - ITALIA VIVA - CALENDA;GIACOMO BOVOLENTA
VENETO 2;VENETO 2 - U01;UNIONE POPOLARE CON DE MAGISTRIS;MARIA TERESA BOVOLENTA
VENETO 2;VENETO 2 - U01;ITALIA SOVRA E POPOLARE;GIORGIO STOCCO
VENETO 2;VENETO 2 - U01;ITALEXIT PER L'ITALIA;MARCO PICCOLI
VENETO 2;VENETO 2 - U01;VITA;MORENO FERRARI
VENETO 2;VENETO 2 - U01;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;ALBERTO STEFANI
VENETO 2;VENETO 2 - U02;MOVIMENTO 5 STELLE;ROSA VALENTINO
VENETO 2;VENETO 2 - U02;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;KATIA MACCARRONE
VENETO 2;VENETO 2 - U02;AZIONE - ITALIA VIVA - CALENDA;MARIA ANTONIETTA AUDITORE
VENETO 2;VENETO 2 - U02;UNIONE POPOLARE CON DE MAGISTRIS;EMANUELE CAON
VENETO 2;VENETO 2 - U02;ITALIA SOVRA E POPOLARE;NICOLA DEGANI
VENETO 2;VENETO 2 - U02;ITALEXIT PER L'ITALIA;LINA MANUALI
VENETO 2;VENETO 2 - U02;VITA;MICHELA CATTOZZO
VENETO 2;VENETO 2 - U02;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;MASSIMO BITONCI
VENETO 2;VENETO 2 - U03;MOVIMENTO 5 STELLE;GIACOMO CUSUMANO
VENETO 2;VENETO 2 - U03;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;GIANPIERO DALLA ZUANNA
VENETO 2;VENETO 2 - U03;AZIONE - ITALIA VIVA - CALENDA;CARLO PASQUALETTO
VENETO 2;VENETO 2 - U03;UNIONE POPOLARE CON DE MAGISTRIS;LUCA LENDARO
VENETO 2;VENETO 2 - U03;ITALIA SOVRA E POPOLARE;LORENZO SIVIERI
VENETO 2;VENETO 2 - U03;ITALEXIT PER L'ITALIA;SIMONE COLUCCI
VENETO 2;VENETO 2 - U03;VITA;PAOLO GIROTTO
VENETO 2;VENETO 2 - U03;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;ELISABETTA GARDINI
VENETO 2;VENETO 2 - U04;MOVIMENTO 5 STELLE;GEDOREM ANDREATTA
VENETO 2;VENETO 2 - U04;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;GIULIA ANDRIAN
VENETO 2;VENETO 2 - U04;AZIONE - ITALIA VIVA - CALENDA;MARICA DALLA VALLE
VENETO 2;VENETO 2 - U04;UNIONE POPOLARE CON DE MAGISTRIS;ALBERTO CARRARO
VENETO 2;VENETO 2 - U04;ITALIA SOVRA E POPOLARE;SILVIA GIARETTA
VENETO 2;VENETO 2 - U04;ITALEXIT PER L'ITALIA;ILARIA BRUNELLI
VENETO 2;VENETO 2 - U04;VITA;BORIS VENTURA
VENETO 2;VENETO 2 - U04;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;SILVIO GIOVINE
VENETO 2;VENETO 2 - U05;MOVIMENTO 5 STELLE;SONIA PERENZONI
VENETO 2;VENETO 2 - U05;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;DIEGO ZAFFARI
VENETO 2;VENETO 2 - U05;AZIONE - ITALIA VIVA - CALENDA;STEFANO ZAUSA
VENETO 2;VENETO 2 - U05;UNIONE POPOLARE CON DE MAGISTRIS;ANNARITA SIMONE
VENETO 2;VENETO 2 - U05;ITALIA SOVRA E POPOLARE;GIOVANNI NOVELLO
VENETO 2;VENETO 2 - U05;ITALEXIT PER L'ITALIA;BORIS NEGRELLO
VENETO 2;VENETO 2 - U05;VITA;GIULIO QUADRI
VENETO 2;VENETO 2 - U05;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;MARIA CRISTINA CARETTA
VENETO 2;VENETO 2 - U06;MOVIMENTO 5 STELLE;FRANCESCO VACCARO
VENETO 2;VENETO 2 - U06;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;ANNA-LISA NALIN
VENETO 2;VENETO 2 - U06;AZIONE - ITALIA VIVA - CALENDA;MARIAFRANCESCA SALZANI
VENETO 2;VENETO 2 - U06;UNIONE POPOLARE CON DE MAGISTRIS;MARIA ROSARIA PERRELLI
VENETO 2;VENETO 2 - U06;ITALIA SOVRA E POPOLARE;MARIANNA BECCE
VENETO 2;VENETO 2 - U06;ITALEXIT PER L'ITALIA;MARISTELLA PADOVANI
VENETO 2;VENETO 2 - U06;VITA;ANNA SAUTTO
VENETO 2;VENETO 2 - U06;LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGRO - UDC,FRATELLI D'ITALIA CON GIORGIA MELONI;LORENZO FONTANA
VENETO 2;VENETO 2 - U07;MOVIMENTO 5 STELLE;ANTONIETTA BENEDETTI
VENETO 2;VENETO 2 - U07;+EUROPA,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,ALLEANZA VERDI E SINISTRA;FEDERICA FOGLIA
VENETO 2;VENETO 2 - U07;AZIONE - ITALIA VIVA - CALENDA;DAVIDE BENDINELLI
